时间,国家代码,大类项目代码,是否为东道国,某年整个奥林匹克参与人次,某年整个大类参与人次,某年某国某大类参与人次,该大类项目的细分项目event数量,该国该项目运动员金牌获奖频率,该国该项目运动员银牌获奖频率,该国该项目运动员铜牌获奖频率,明星运动员个数,新星运动员个数,平均运动生涯时间,实际当年其国某项目金牌数量,实际当年其国某项目银牌数量,实际当年其国某项目铜牌数量
1900,CAN,ATH,0,1936,234,7,23,0.032665964172813484,0.0273972602739726,0.06111696522655427,0,15,0.02107481559536354,1,0,1
1900,COL,TOW,0,1936,12,1,1,0.0,1.0,0.0,0,0,0.0,0,1,0
1900,CUB,FEN,0,1936,317,2,7,0.030534351145038167,0.05343511450381679,0.05343511450381679,0,0,0.15267175572519084,1,1,0
1900,DEN,ATH,0,1936,234,6,23,0.0,0.01762114537444934,0.013215859030837005,0,1,0.0,0,0,1
1900,DEN,FEN,0,1936,317,1,7,0.005952380952380952,0.011904761904761904,0.017857142857142856,0,0,0.0,0,0,0
1900,DEN,SHO,0,1936,221,25,8,0.030434782608695653,0.0391304347826087,0.043478260869565216,0,2,0.0,1,3,0
1900,DEN,SWM,0,1936,131,1,7,0.01171875,0.03125,0.0390625,0,1,0.0,0,0,1
1900,DEN,TOW,0,1936,12,3,1,1.0,0.0,0.0,0,0,0.0,3,0,0
1900,ESP,EJP,0,1936,79,1,5,0.03529411764705882,0.023529411764705882,0.0,0,2,0.0,0,0,0
1900,ESP,FEN,0,1936,317,3,7,0.0,0.0,0.009345794392523364,0,1,0.037383177570093455,0,0,0
1900,ESP,PEL,0,1936,2,2,1,1.0,0.0,0.0,0,0,0.0,2,0,0
1900,ESP,ROW,0,1936,133,6,4,0.0,0.014598540145985401,0.0,0,3,0.0,0,0,0
1900,FRA,ARC,0,1936,32,18,8,0.061946902654867256,0.1592920353982301,0.1415929203539823,0,2,0.0,4,5,4
1900,FRA,ATH,0,1936,234,29,23,0.010375099760574621,0.03272146847565842,0.04868316041500399,0,16,0.0,0,8,2
1900,FRA,CKT,0,1936,24,3,1,0.0,1.0,0.0,0,0,0.0,0,3,0
1900,FRA,CQT,0,1936,19,19,3,0.25,0.125,0.125,0,0,0.0,4,2,2
1900,FRA,CTR,0,1936,92,71,3,0.11834319526627218,0.09467455621301775,0.09467455621301775,0,3,0.0,2,1,2
1900,FRA,EJP,0,1936,79,47,5,0.0875,0.08125,0.1125,0,0,0.0,2,2,4
1900,FRA,FBL,0,1936,35,13,1,0.078125,0.06770833333333333,0.0,0,0,0.0,0,13,0
1900,FRA,FEN,0,1936,317,253,7,0.16339869281045752,0.13594771241830064,0.11503267973856209,0,8,0.0,5,5,5
1900,FRA,GAR,0,1936,135,108,1,0.0044603033006244425,0.026761819803746655,0.03300624442462088,0,31,0.0,1,1,1
1900,FRA,GLF,0,1936,22,7,2,0.0,0.0,0.0,0,1,0.0,0,0,0
1900,FRA,POL,0,1936,21,8,1,0.0,0.1,0.2,0,1,0.0,0,1,3
1900,FRA,ROW,0,1936,133,59,4,0.046511627906976744,0.09725158562367865,0.09936575052854123,0,3,0.012684989429175475,6,7,3
1900,FRA,RUG,0,1936,47,15,1,0.23255813953488372,0.7674418604651163,0.0,0,0,0.0,15,0,0
1900,FRA,SAL,0,1936,280,227,8,0.06217616580310881,0.09844559585492228,0.09585492227979274,1,1,0.01038961038961039,10,33,29
1900,FRA,SHO,0,1936,221,62,8,0.028199566160520606,0.06073752711496746,0.06290672451193059,0,4,0.0,2,6,6
1900,FRA,SWM,0,1936,131,81,7,0.019151846785225718,0.04377564979480164,0.05198358413132695,0,16,0.0,1,6,5
1900,FRA,TEN,0,1936,47,19,4,0.07692307692307693,0.06993006993006994,0.09090909090909091,1,4,0.0,0,3,2
1900,FRA,TOW,0,1936,12,5,1,0.0,1.0,0.0,0,0,0.0,0,5,0
1900,FRA,WPO,0,1936,53,27,1,0.06306306306306306,0.0,0.14414414414414414,0,0,0.0,0,0,14
1900,GBR,ATH,0,1936,234,19,23,0.04205069124423963,0.08064516129032258,0.0846774193548387,0,17,0.0,7,3,2
1900,GBR,CKT,0,1936,24,21,1,0.35714285714285715,0.6428571428571429,0.0,0,0,0.0,12,9,0
1900,GBR,CTR,0,1936,92,2,3,0.17455621301775148,0.15976331360946747,0.14497041420118342,0,1,0.0,0,1,0
1900,GBR,EJP,0,1936,79,1,5,0.12380952380952381,0.047619047619047616,0.08571428571428572,0,1,0.0,0,0,0
1900,GBR,FBL,0,1936,35,12,1,0.2119205298013245,0.039735099337748346,0.006622516556291391,0,0,0.0,11,0,1
1900,GBR,FEN,0,1936,317,3,7,0.002277904328018223,0.05922551252847381,0.0,0,0,0.0,0,0,0
1900,GBR,GAR,0,1936,135,4,1,0.006165228113440197,0.0036991368680641184,0.06165228113440197,0,22,0.0,0,0,0
1900,GBR,GLF,0,1936,22,5,2,0.06666666666666667,0.13333333333333333,0.06666666666666667,0,1,0.26666666666666666,0,1,1
1900,GBR,POL,0,1936,21,6,1,0.34615384615384615,0.46153846153846156,0.19230769230769232,0,0,0.0,3,2,1
1900,GBR,ROW,0,1936,133,1,4,0.15692307692307692,0.17846153846153845,0.09076923076923077,0,9,0.006153846153846154,0,0,1
1900,GBR,RUG,0,1936,47,15,1,0.0,1.0,0.0,0,4,0.0,0,15,0
1900,GBR,SAL,0,1936,280,19,8,0.1936619718309859,0.13732394366197184,0.07746478873239436,0,3,0.014084507042253521,12,1,1
1900,GBR,SHO,0,1936,221,1,8,0.08,0.096,0.08266666666666667,0,1,0.0,0,0,0
1900,GBR,SWM,0,1936,131,14,7,0.03353658536585366,0.057926829268292686,0.051829268292682924,0,17,0.0,2,0,1
1900,GBR,TEN,0,1936,47,16,4,0.16176470588235295,0.14705882352941177,0.125,2,2,0.0,6,2,6
1900,GBR,WPO,0,1936,53,7,1,0.25,0.0,0.010416666666666666,0,4,0.0,6,0,1
1900,GER,ATH,0,1936,234,10,23,0.024888888888888887,0.057777777777777775,0.059555555555555556,0,16,0.0,0,0,0
1900,GER,CTR,0,1936,92,5,3,0.14678899082568808,0.10550458715596331,0.11009174311926606,0,4,0.0,0,1,0
1900,GER,EJP,0,1936,79,1,5,0.25842696629213485,0.02247191011235955,0.14606741573033707,0,2,0.0,0,0,0
1900,GER,FEN,0,1936,317,1,7,0.06551724137931035,0.05517241379310345,0.1310344827586207,0,0,0.0,0,0,0
1900,GER,GAR,0,1936,135,14,1,0.06315789473684211,0.019736842105263157,0.042105263157894736,0,33,0.0,0,0,0
1900,GER,ROW,0,1936,133,30,4,0.2070393374741201,0.14906832298136646,0.12836438923395446,0,5,0.024844720496894408,5,0,11
1900,GER,RUG,0,1936,47,15,1,0.0,1.0,0.0,0,0,0.0,0,15,0
1900,GER,SAL,0,1936,280,12,8,0.049689440993788817,0.07453416149068323,0.07453416149068323,0,3,0.0,4,4,0
1900,GER,SWM,0,1936,131,8,7,0.023688663282571912,0.09306260575296109,0.1319796954314721,0,8,0.0,5,0,0
1900,GER,WPO,0,1936,53,7,1,0.06896551724137931,0.13793103448275862,0.0,0,0,0.0,0,0,0
1900,GRE,ATH,0,1936,234,3,23,0.020366598778004074,0.026476578411405296,0.03054989816700611,0,3,0.0,0,0,0
1900,GRE,GLF,0,1936,22,1,2,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,HAI,FEN,0,1936,317,3,7,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,HAI,RUG,0,1936,47,1,1,1.0,0.0,0.0,0,0,0.0,1,0,0
1900,HUN,ATH,0,1936,234,21,23,0.018302828618968387,0.026622296173044926,0.04326123128119801,0,2,0.0,1,0,1
1900,HUN,FEN,0,1936,317,8,7,0.20278330019880716,0.1272365805168986,0.147117296222664,0,6,0.0,0,0,0
1900,HUN,GAR,0,1936,135,2,1,0.026243093922651933,0.062154696132596686,0.06077348066298342,0,10,0.0,0,0,0
1900,HUN,SWM,0,1936,131,3,7,0.05779334500875657,0.05253940455341506,0.04553415061295972,0,7,0.0,0,2,1
1900,IND,ATH,0,1936,234,5,23,0.004098360655737705,0.00819672131147541,0.0,0,6,0.04918032786885246,0,2,0
1900,IRI,FEN,0,1936,317,1,7,0.0,0.0,0.0,0,1,0.0,0,0,0
1900,ITA,ATH,0,1936,234,3,23,0.030752916224814422,0.02014846235418876,0.03923647932131495,0,11,0.0042417815482502655,0,0,0
1900,ITA,CTR,0,1936,92,10,3,0.2644230769230769,0.09134615384615384,0.0673076923076923,0,0,0.0,1,0,0
1900,ITA,EJP,0,1936,79,5,5,0.045454545454545456,0.07954545454545454,0.17045454545454544,0,0,0.0,1,1,0
1900,ITA,FEN,0,1936,317,14,7,0.23349436392914655,0.2318840579710145,0.12721417069243157,0,10,0.0,1,1,0
1900,ITA,GAR,0,1936,135,1,1,0.07565011820330969,0.024822695035460994,0.026004728132387706,0,21,0.0,0,0,0
1900,ITA,SWM,0,1936,131,3,7,0.009708737864077669,0.01779935275080906,0.04692556634304207,0,18,0.0,0,0,0
1900,LUX,ATH,0,1936,234,1,23,0.024390243902439025,0.0,0.0,0,1,0.0,1,0,0
1900,MEX,POL,0,1936,21,3,1,0.0,0.0,1.0,0,0,0.0,0,0,3
1900,NED,ARC,0,1936,32,6,8,0.19047619047619047,0.0,0.023809523809523808,0,3,0.0,0,0,0
1900,NED,FBL,0,1936,35,1,1,0.0,0.0,0.36363636363636365,0,1,0.0,0,0,1
1900,NED,FEN,0,1936,317,1,7,0.0,0.006289308176100629,0.15723270440251572,0,0,0.025157232704402517,0,0,0
1900,NED,ROW,0,1936,133,17,4,0.06873614190687362,0.14634146341463414,0.14855875831485588,0,7,0.0,3,5,9
1900,NED,SAL,0,1936,280,9,8,0.0718232044198895,0.09944751381215469,0.07734806629834254,0,3,0.08839779005524862,0,3,0
1900,NED,SHO,0,1936,221,35,8,0.0,0.007692307692307693,0.023076923076923078,0,1,0.0,0,0,5
1900,NED,SWM,0,1936,131,4,7,0.05090909090909091,0.08727272727272728,0.06,0,9,0.0,0,0,1
1900,NOR,ATH,0,1936,234,4,23,0.03571428571428571,0.022727272727272728,0.025974025974025976,0,7,0.0,0,0,1
1900,NOR,SHO,0,1936,221,25,8,0.09540636042402827,0.10247349823321555,0.04946996466431095,0,2,0.0,0,6,2
1900,NZL,WPO,0,1936,53,1,1,1.0,0.0,0.0,0,0,0.0,1,0,0
1900,PER,FEN,0,1936,317,2,7,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,ROU,SHO,0,1936,221,1,8,0.05263157894736842,0.03508771929824561,0.043859649122807015,0,0,0.0,0,0,0
1900,RUS,EJP,0,1936,79,3,5,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,RUS,FEN,0,1936,317,2,7,0.1807909604519774,0.05649717514124294,0.10734463276836158,0,5,0.0,0,0,0
1900,SUI,FEN,0,1936,317,4,7,0.005263157894736842,0.05263157894736842,0.05789473684210526,0,0,0.0,0,0,0
1900,SUI,GAR,0,1936,135,3,1,0.040968342644320296,0.07076350093109869,0.04283054003724395,0,10,0.0,0,0,0
1900,SUI,SAL,0,1936,280,9,8,0.016129032258064516,0.024193548387096774,0.016129032258064516,1,2,0.1935483870967742,3,3,0
1900,SUI,SHO,0,1936,221,36,8,0.07834101382488479,0.03686635944700461,0.0967741935483871,0,1,0.0,13,1,1
1900,SWE,ATH,0,1936,234,20,23,0.04539559014267185,0.04539559014267185,0.07522697795071336,0,5,0.0,0,0,1
1900,SWE,FEN,0,1936,317,1,7,0.03015075376884422,0.06030150753768844,0.035175879396984924,0,0,0.0,0,0,0
1900,SWE,SWM,0,1936,131,3,7,0.017857142857142856,0.04642857142857143,0.060714285714285714,0,11,0.0,0,0,0
1900,SWE,TOW,0,1936,12,3,1,0.391304347826087,0.0,0.2608695652173913,0,0,0.0,3,0,0
1900,USA,ATH,0,1936,234,91,23,0.18731117824773413,0.11513930849278281,0.07989258140315542,0,34,0.0,16,13,10
1900,USA,CTR,0,1936,92,2,3,0.03968253968253968,0.09523809523809523,0.05952380952380952,0,0,0.0,0,0,1
1900,USA,FEN,0,1936,317,3,7,0.014598540145985401,0.026277372262773723,0.07445255474452554,0,0,0.0,0,0,0
1900,USA,GLF,0,1936,22,9,2,0.11304347826086956,0.0782608695652174,0.12173913043478261,0,2,0.0,2,1,1
1900,USA,POL,0,1936,21,4,1,0.09090909090909091,0.45454545454545453,0.45454545454545453,0,0,0.0,2,1,1
1900,USA,ROW,0,1936,133,9,4,0.20984759671746775,0.11371629542790153,0.11371629542790153,0,2,0.05188679245283019,9,0,0
1900,USA,RUG,0,1936,47,1,1,1.0,0.0,0.0,0,1,0.0,1,0,0
1900,USA,SAL,0,1936,280,4,8,0.1684981684981685,0.1575091575091575,0.12087912087912088,0,0,0.014705882352941176,0,0,2
1900,USA,SWM,0,1936,131,2,7,0.408354114713217,0.18703241895261846,0.11970074812967581,0,12,0.0,0,0,0
1900,USA,TEN,0,1936,47,10,4,0.1744186046511628,0.05813953488372093,0.10465116279069768,1,3,0.07017543859649122,0,1,2
1904,AUS,ATH,0,1301,201,2,24,0.02511415525114155,0.045662100456621,0.03881278538812785,0,20,0.0,0,0,0
1904,AUS,SWM,0,1301,59,4,9,0.1328600405679513,0.16937119675456389,0.15720081135902636,0,23,0.0,0,3,1
1904,AUT,GAR,0,1301,458,4,12,0.010416666666666666,0.005208333333333333,0.0,0,1,0.0,2,1,0
1904,AUT,SWM,0,1301,59,3,9,0.011627906976744186,0.03488372093023256,0.05232558139534884,0,2,0.0,0,0,1
1904,CAN,ATH,0,1301,201,10,24,0.032665964172813484,0.0273972602739726,0.06111696522655427,0,15,0.02107481559536354,1,0,0
1904,CAN,FBL,0,1301,36,13,1,0.09411764705882353,0.0,0.38823529411764707,0,1,0.0,13,0,0
1904,CAN,GLF,0,1301,105,3,2,0.08333333333333333,0.0,0.0,0,1,0.0,1,0,0
1904,CAN,LAX,0,1301,36,24,1,0.7307692307692307,0.0,0.2692307692307692,0,2,0.0,12,0,12
1904,CAN,ROW,0,1301,46,9,5,0.10526315789473684,0.17105263157894737,0.10338345864661654,0,1,0.015037593984962405,0,9,0
1904,CAN,WRF,0,1301,48,2,7,0.020833333333333332,0.04861111111111111,0.04861111111111111,0,2,0.0,0,0,0
1904,CUB,ATH,0,1301,201,1,24,0.026595744680851064,0.061170212765957445,0.07180851063829788,0,4,0.010638297872340425,0,0,0
1904,CUB,FEN,0,1301,28,5,5,0.030534351145038167,0.05343511450381679,0.05343511450381679,0,0,0.15267175572519084,5,0,0
1904,FRA,ATH,0,1301,201,2,24,0.010375099760574621,0.03272146847565842,0.04868316041500399,0,16,0.0,0,2,0
1904,GBR,ATH,0,1301,201,3,24,0.04205069124423963,0.08064516129032258,0.0846774193548387,0,17,0.0,1,1,0
1904,GBR,FEN,0,1301,28,1,5,0.002277904328018223,0.05922551252847381,0.0,0,0,0.0,0,0,0
1904,GBR,GLF,0,1301,105,2,2,0.06666666666666667,0.13333333333333333,0.06666666666666667,0,1,0.26666666666666666,0,0,0
1904,GER,ATH,0,1301,201,5,24,0.024888888888888887,0.057777777777777775,0.059555555555555556,0,16,0.0,0,0,1
1904,GER,DIV,0,1301,10,3,2,0.0375,0.075,0.1,0,1,0.0,0,1,0
1904,GER,FEN,0,1301,28,2,5,0.06551724137931035,0.05517241379310345,0.1310344827586207,0,0,0.0,0,0,0
1904,GER,GAR,0,1301,458,28,12,0.06315789473684211,0.019736842105263157,0.042105263157894736,0,33,0.0,0,1,1
1904,GER,SWM,0,1301,59,9,9,0.023688663282571912,0.09306260575296109,0.1319796954314721,0,8,0.0,4,2,2
1904,GER,TEN,0,1301,57,2,2,0.07936507936507936,0.1111111111111111,0.047619047619047616,1,0,0.0,0,0,0
1904,GER,TOW,0,1301,30,1,1,0.8888888888888888,0.0,0.1111111111111111,0,0,0.0,0,0,1
1904,GER,WLF,0,1301,7,2,2,0.0625,0.07291666666666667,0.125,0,0,0.0,0,0,2
1904,GER,WRF,0,1301,48,3,7,0.025,0.05,0.0375,0,0,0.0,0,1,0
1904,GRE,ATH,0,1301,201,11,24,0.020366598778004074,0.026476578411405296,0.03054989816700611,0,3,0.0,0,0,1
1904,GRE,TOW,0,1301,30,5,1,0.0,0.5714285714285714,0.0,0,1,0.0,0,0,0
1904,GRE,WLF,0,1301,7,1,2,0.08860759493670886,0.05063291139240506,0.05063291139240506,0,0,0.0,1,0,0
1904,HUN,ATH,0,1301,201,5,24,0.018302828618968387,0.026622296173044926,0.04326123128119801,0,2,0.0,0,0,0
1904,HUN,SWM,0,1301,59,4,9,0.05779334500875657,0.05253940455341506,0.04553415061295972,0,7,0.0,2,1,1
1904,ITA,CTR,0,1301,61,1,7,0.2644230769230769,0.09134615384615384,0.0673076923076923,0,0,0.0,0,0,0
1904,NFL,ATH,0,1301,201,1,24,0.0,0.0,0.0,0,0,0.0,0,0,0
1904,NOR,GAR,0,1301,458,4,12,0.18141592920353983,0.19911504424778761,0.084070796460177,0,1,0.0,0,0,0
1904,NOR,WRF,0,1301,48,2,7,0.18181818181818182,0.09090909090909091,0.09090909090909091,0,0,0.0,2,0,0
1904,RSA,ATH,0,1301,201,3,24,0.02531645569620253,0.06962025316455696,0.0189873417721519,0,9,0.0,0,0,0
1904,RSA,TOW,0,1301,30,5,1,0.0,0.0,0.0,0,0,0.0,0,0,0
1904,SUI,GAR,0,1301,458,6,12,0.040968342644320296,0.07076350093109869,0.04283054003724395,0,10,0.0,1,0,1
1904,SUI,WRF,0,1301,48,1,7,0.058823529411764705,0.058823529411764705,0.08823529411764706,0,0,0.0,0,0,1
1904,USA,0,0,1301,4,4,1,0.08623298033282904,0.024205748865355523,0.0680786686838124,0,18,0.0,1,1,1
1904,USA,ARC,0,1301,70,70,6,0.11333333333333333,0.12666666666666668,0.08666666666666667,0,1,0.0,12,8,8
1904,USA,ATH,0,1301,201,158,24,0.18731117824773413,0.11513930849278281,0.07989258140315542,0,34,0.0,26,25,21
1904,USA,BOX,0,1301,22,22,6,0.19421487603305784,0.08677685950413223,0.16115702479338842,0,3,0.03333333333333333,6,6,4
1904,USA,CTR,0,1301,61,60,7,0.03968253968253968,0.09523809523809523,0.05952380952380952,0,0,0.0,7,7,7
