时间,国家代码,大类项目代码,是否为东道国,某年整个奥林匹克参与人次,某年整个大类参与人次,某年某国某大类参与人次,该大类项目的细分项目event数量,该国该项目运动员金牌获奖频率,该国该项目运动员银牌获奖频率,该国该项目运动员铜牌获奖频率,明星运动员个数,新星运动员个数,平均运动生涯时间,实际当年其国某项目金牌数量,实际当年其国某项目银牌数量,实际当年其国某项目铜牌数量
1896,GER,GAR,0,380,97,66,8,0.06417910447761194,0.020895522388059702,0.028358208955223882,0,0,0.0,23,3,2
1896,GER,TEN,0,380,23,2,2,0.09433962264150944,0.09433962264150944,0.05660377358490566,0,0,0.0,1,0,0
1896,GER,WLF,0,380,10,1,1,0.06521739130434782,0.07608695652173914,0.13043478260869565,0,0,0.0,0,0,0
1896,GER,WRG,0,380,5,1,1,0.043010752688172046,0.13978494623655913,0.11827956989247312,0,0,0.0,1,0,0
1896,GRE,ATH,1,380,106,36,10,0.018556701030927835,0.02268041237113402,0.026804123711340205,0,0,0.0,1,3,6
1896,GRE,CRD,1,380,7,5,1,0.041666666666666664,0.0,0.0,0,0,0.0,1,0,0
1896,GRE,CTR,1,380,34,10,5,0.0,0.043478260869565216,0.0,0,0,0.0,0,3,0
1896,GRE,FEN,1,380,15,9,3,0.029411764705882353,0.058823529411764705,0.029411764705882353,0,0,0.0,2,1,2
1896,GRE,GAR,1,380,97,12,6,0.05454545454545454,0.01818181818181818,0.045454545454545456,0,0,0.0,2,1,3
1896,GRE,SHO,1,380,65,46,5,0.02112676056338028,0.03873239436619718,0.02464788732394366,0,0,0.0,3,3,3
1896,GRE,SWM,1,380,18,11,4,0.005319148936170213,0.02127659574468085,0.010638297872340425,0,0,0.0,1,3,2
1896,GRE,TEN,1,380,23,13,2,0.02127659574468085,0.0851063829787234,0.0851063829787234,0,0,0.0,0,3,1
1896,GRE,WLF,1,380,10,4,2,0.08974358974358974,0.05128205128205128,0.05128205128205128,0,0,0.0,0,0,2
1896,GRE,WRG,1,380,5,2,1,0.012195121951219513,0.036585365853658534,0.06097560975609756,0,0,0.0,0,1,1
1896,HUN,ATH,0,380,106,5,5,0.018739352640545145,0.02555366269165247,0.04088586030664395,0,0,0.0,0,1,2
1896,HUN,GAR,0,380,97,8,4,0.027377521613832854,0.056195965417867436,0.05043227665706052,0,0,0.0,0,0,0
1896,HUN,SWM,0,380,18,2,2,0.0570902394106814,0.04788213627992634,0.04419889502762431,0,0,0.0,2,0,0
1896,HUN,TEN,0,380,23,1,1,0.0,0.0,0.022727272727272728,0,0,0.0,0,0,1
1896,HUN,WLF,0,380,10,1,1,0.021739130434782608,0.09782608695652174,0.09782608695652174,0,0,0.0,0,0,0
1896,HUN,WRG,0,380,5,1,1,0.10303030303030303,0.07878787878787878,0.07272727272727272,0,0,0.0,0,0,0
1896,ITA,SHO,0,380,65,1,1,0.05084745762711865,0.0576271186440678,0.03728813559322034,0,0,0.0,0,0,0
1896,SUI,GAR,0,380,97,7,4,0.043222003929273084,0.07269155206286837,0.0412573673870334,0,0,0.0,1,2,0
1896,SUI,SHO,0,380,65,1,1,0.07547169811320754,0.02830188679245283,0.08490566037735849,0,0,0.0,0,0,0
1896,SWE,ATH,0,380,106,4,4,0.044854881266490766,0.04353562005277045,0.06992084432717678,0,0,0.0,0,0,0
1896,SWE,GAR,0,380,97,1,1,0.2982456140350877,0.02456140350877193,0.0,0,0,0.0,0,0,0
1896,USA,ATH,0,380,106,21,11,0.18285516764604218,0.10473556861389562,0.07051503629450398,0,0,0.0,9,6,2
1896,USA,SHO,0,380,65,4,3,0.19666666666666666,0.05333333333333334,0.06333333333333334,0,0,0.0,2,1,0
1896,USA,SWM,0,380,18,2,2,0.418049104180491,0.1546118115461181,0.10218978102189781,0,0,0.0,0,0,0
1900,ARG,FEN,0,1936,317,1,1,0.0,0.0,0.02577319587628866,0,0,0.06153846153846154,0,0,0
1900,AUS,ATH,0,1936,234,4,4,0.02530120481927711,0.04578313253012048,0.03253012048192771,0,0,0.0,1,0,3
1900,AUS,SWM,0,1936,131,2,2,0.1266233766233766,0.14935064935064934,0.11580086580086581,0,0,0.0,2,0,0
1900,AUT,ATH,0,1936,234,3,3,0.00392156862745098,0.00784313725490196,0.0196078431372549,0,0,0.0,0,0,0
1900,AUT,EJP,0,1936,79,6,5,0.0,0.11764705882352941,0.0,0,0,0.0,0,0,0
1900,AUT,FEN,0,1936,317,8,3,0.005813953488372093,0.040697674418604654,0.023255813953488372,0,0,0.0,0,0,2
1900,AUT,SWM,0,1936,131,9,6,0.011764705882352941,0.03529411764705882,0.041176470588235294,0,0,0.0,0,3,1
1900,BEL,ARC,0,1936,32,8,7,0.4583333333333333,0.0625,0.020833333333333332,0,0,0.0,3,3,1
1900,BEL,CTR,0,1936,92,1,1,0.023076923076923078,0.038461538461538464,0.07692307692307693,0,0,0.0,0,0,0
1900,BEL,EJP,0,1936,79,15,5,0.03125,0.052083333333333336,0.11458333333333333,0,0,0.0,3,1,1
1900,BEL,FBL,0,1936,35,9,1,0.30952380952380953,0.0,0.11904761904761904,0,0,0.0,0,0,9
1900,BEL,FEN,0,1936,317,6,4,0.034334763948497854,0.07296137339055794,0.06437768240343347,0,0,0.03418803418803419,0,0,0
1900,BEL,GAR,0,1936,135,2,1,0.006535947712418301,0.1503267973856209,0.12418300653594772,0,0,0.0,0,0,0
1900,BEL,ROW,0,1936,133,11,2,0.0,0.11764705882352941,0.026143790849673203,0,0,0.038461538461538464,0,9,0
1900,BEL,SHO,0,1936,221,36,8,0.006329113924050633,0.06329113924050633,0.0189873417721519,0,0,0.0,0,1,2
1900,BEL,SWM,0,1936,131,1,1,0.004830917874396135,0.00966183574879227,0.00966183574879227,0,0,0.0,0,0,0
1900,BEL,WPO,0,1936,53,11,1,0.0,0.3902439024390244,0.1951219512195122,0,0,0.0,0,10,0
1900,BOH,ATH,0,1936,234,5,5,0.0,0.07142857142857142,0.0,0,0,0.0,0,1,0
1900,BOH,CTR,0,1936,92,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,BOH,GAR,0,1936,135,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,BOH,TEN,0,1936,47,2,2,0.0,0.0,0.4444444444444444,0,0,0.0,0,0,2
1900,BRA,ATH,0,1936,234,3,3,0.011494252873563218,0.016091954022988506,0.0367816091954023,0,0,0.02553191489361702,0,0,0
1900,CAN,ATH,0,1936,234,7,5,0.026200873362445413,0.027292576419213975,0.05786026200873363,0,0,0.02107481559536354,1,0,1
1900,COL,TOW,0,1936,12,1,1,0.0,0.0,0.0,0,0,0.0,0,1,0
1900,CUB,FEN,0,1936,317,2,2,0.03076923076923077,0.046153846153846156,0.038461538461538464,0,0,0.15267175572519084,1,1,0
1900,DEN,ATH,0,1936,234,6,6,0.0,0.017857142857142856,0.013392857142857142,0,0,0.0,0,0,1
1900,DEN,FEN,0,1936,317,1,1,0.005988023952095809,0.011976047904191617,0.017964071856287425,0,0,0.0,0,0,0
1900,DEN,SHO,0,1936,221,25,5,0.030837004405286344,0.03524229074889868,0.039647577092511016,0,0,0.0,1,3,0
1900,DEN,SWM,0,1936,131,1,1,0.011764705882352941,0.03137254901960784,0.0392156862745098,0,0,0.0,0,0,1
1900,DEN,TOW,0,1936,12,3,1,0.0,0.0,0.0,0,0,0.0,3,0,0
1900,ESP,EJP,0,1936,79,1,1,0.037037037037037035,0.024691358024691357,0.0,0,0,0.0,0,0,0
1900,ESP,FEN,0,1936,317,3,3,0.0,0.0,0.009433962264150943,0,0,0.037383177570093455,0,0,0
1900,ESP,PEL,0,1936,2,2,1,0.0,0.0,0.0,0,0,0.0,2,0,0
1900,ESP,ROW,0,1936,133,6,2,0.0,0.015151515151515152,0.0,0,0,0.0,0,0,0
1900,FRA,ARC,1,1936,32,18,7,0.06422018348623854,0.14678899082568808,0.09174311926605505,0,0,0.0,4,5,4
1900,FRA,ATH,1,1936,234,29,16,0.01077943615257048,0.03233830845771144,0.04975124378109453,0,0,0.0,0,8,2
1900,FRA,CKT,1,1936,24,3,1,0.0,0.0,0.0,0,0,0.0,0,3,0
1900,FRA,CQT,1,1936,19,19,3,0.0,0.0,0.0,0,0,0.0,4,2,2
1900,FRA,CTR,1,1936,92,71,3,0.11890243902439024,0.08841463414634146,0.09146341463414634,0,0,0.0,2,1,2
1900,FRA,EJP,1,1936,79,47,5,0.09090909090909091,0.07792207792207792,0.08441558441558442,0,0,0.0,2,2,4
1900,FRA,FBL,1,1936,35,13,1,0.08571428571428572,0.07428571428571429,0.0,0,0,0.0,0,13,0
1900,FRA,FEN,1,1936,317,253,7,0.16711590296495957,0.11859838274932614,0.09838274932614555,0,0,0.0,5,5,5
1900,FRA,GAR,1,1936,135,108,1,0.004887585532746823,0.013685239491691105,0.03225806451612903,0,0,0.0,1,1,1
1900,FRA,GLF,1,1936,22,7,2,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,FRA,POL,1,1936,21,8,1,0.0,0.16666666666666666,0.3333333333333333,0,0,0.0,0,1,3
1900,FRA,ROW,1,1936,133,59,4,0.047311827956989246,0.0989247311827957,0.09462365591397849,0,0,0.012684989429175475,6,7,3
1900,FRA,RUG,1,1936,47,15,1,0.4166666666666667,0.5833333333333334,0.0,0,0,0.0,15,0,0
1900,FRA,SAL,1,1936,280,227,8,0.064,0.09866666666666667,0.072,0,0,0.01038961038961039,10,33,29
1900,FRA,SHO,1,1936,221,62,8,0.028888888888888888,0.057777777777777775,0.05555555555555555,0,0,0.0,2,6,6
1900,FRA,SWM,1,1936,131,81,7,0.017543859649122806,0.04093567251461988,0.04239766081871345,0,0,0.0,1,6,5
1900,FRA,TEN,1,1936,47,19,4,0.08396946564885496,0.07633587786259542,0.08396946564885496,0,0,0.0,0,3,2
1900,FRA,TOW,1,1936,12,5,1,0.0,0.0,0.0,0,0,0.0,0,5,0
1900,FRA,WPO,1,1936,53,27,1,0.0707070707070707,0.0,0.16161616161616163,0,0,0.0,0,0,14
1900,GBR,ATH,1,1936,234,19,10,0.0425531914893617,0.07328605200945626,0.07092198581560284,0,0,0.0,7,3,2
1900,GBR,CKT,1,1936,24,21,1,0.0,0.0,0.0,0,0,0.0,12,9,0
1900,GBR,CTR,1,1936,92,2,2,0.17133956386292834,0.14953271028037382,0.14953271028037382,0,0,0.0,0,1,0
1900,GBR,EJP,1,1936,79,1,1,0.09090909090909091,0.050505050505050504,0.09090909090909091,0,0,0.0,0,0,0
1900,GBR,FBL,1,1936,35,12,1,0.2711864406779661,0.05084745762711865,0.00847457627118644,0,0,0.0,11,0,1
1900,GBR,FEN,1,1936,317,3,2,0.00228310502283105,0.0593607305936073,0.0,0,0,0.0,0,0,0
1900,GBR,GAR,1,1936,135,4,1,0.005270092226613966,0.003952569169960474,0.06455862977602109,0,0,0.0,0,0,0
1900,GBR,GLF,1,1936,22,5,1,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0.26666666666666666,0,1,1
1900,GBR,POL,1,1936,21,6,1,0.4090909090909091,0.36363636363636365,0.22727272727272727,0,0,0.0,3,2,1
1900,GBR,ROW,1,1936,133,1,1,0.1500789889415482,0.16113744075829384,0.07266982622432859,0,0,0.006153846153846154,0,0,1
1900,GBR,RUG,1,1936,47,15,1,0.0,1.0,0.0,0,0,0.0,0,15,0
1900,GBR,SAL,1,1936,280,19,6,0.19708029197080293,0.1386861313868613,0.06934306569343066,0,0,0.014084507042253521,12,1,1
1900,GBR,SHO,1,1936,221,1,1,0.07816711590296496,0.0889487870619946,0.07547169811320754,0,0,0.0,0,0,0
1900,GBR,SWM,1,1936,131,14,5,0.02931937172774869,0.049214659685863874,0.049214659685863874,0,0,0.0,2,0,1
1900,GBR,TEN,1,1936,47,16,4,0.1640625,0.140625,0.109375,0,0,0.0,6,2,6
1900,GBR,WPO,1,1936,53,7,1,0.32432432432432434,0.0,0.013513513513513514,0,0,0.0,6,0,1
1900,GER,ATH,1,1936,234,10,9,0.02551984877126654,0.05860113421550094,0.05671077504725898,0,0,0.0,0,0,0
1900,GER,CTR,1,1936,92,5,3,0.15384615384615385,0.10576923076923077,0.10096153846153846,0,0,0.0,0,1,0
1900,GER,EJP,1,1936,79,1,1,0.2619047619047619,0.023809523809523808,0.14285714285714285,0,0,0.0,0,0,0
1900,GER,FEN,1,1936,317,1,1,0.06597222222222222,0.052083333333333336,0.1284722222222222,0,0,0.0,0,0,0
1900,GER,GAR,1,1936,135,14,1,0.06417910447761194,0.020895522388059702,0.028358208955223882,0,0,0.0,0,0,0
1900,GER,ROW,1,1936,133,30,2,0.2097457627118644,0.1440677966101695,0.11652542372881355,0,0,0.024844720496894408,5,0,11
1900,GER,RUG,1,1936,47,15,1,0.0,0.0,0.0,0,0,0.0,0,15,0
1900,GER,SAL,1,1936,280,12,3,0.05228758169934641,0.0784313725490196,0.0784313725490196,0,0,0.0,4,4,0
1900,GER,SWM,1,1936,131,8,5,0.023090586145648313,0.09591474245115453,0.1172291296625222,0,0,0.0,5,0,0
1900,GER,WPO,1,1936,53,7,1,0.07692307692307693,0.15384615384615385,0.0,0,0,0.0,0,0,0
1900,GRE,ATH,0,1936,234,3,2,0.018556701030927835,0.02268041237113402,0.026804123711340205,0,0,0.0,0,0,0
1900,GRE,GLF,0,1936,22,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,HAI,FEN,0,1936,317,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,HAI,RUG,0,1936,47,1,1,0.0,0.0,0.0,0,0,0.0,1,0,0
1900,HUN,ATH,0,1936,234,21,13,0.018739352640545145,0.02555366269165247,0.04088586030664395,0,0,0.0,1,0,1
1900,HUN,FEN,0,1936,317,8,4,0.20164609053497942,0.11316872427983539,0.12757201646090535,0,0,0.0,0,0,0
1900,HUN,GAR,0,1936,135,2,1,0.027377521613832854,0.056195965417867436,0.05043227665706052,0,0,0.0,0,0,0
1900,HUN,SWM,0,1936,131,3,3,0.0570902394106814,0.04788213627992634,0.04419889502762431,0,0,0.0,0,2,1
1900,IND,ATH,0,1936,234,5,5,0.004464285714285714,0.004464285714285714,0.0,0,0,0.04918032786885246,0,2,0
1900,IRI,FEN,0,1936,317,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,ITA,ATH,0,1936,234,3,3,0.032474804031354984,0.020156774916013438,0.03807390817469205,0,0,0.0042417815482502655,0,0,0
1900,ITA,CTR,0,1936,92,10,2,0.270935960591133,0.07389162561576355,0.054187192118226604,0,0,0.0,1,0,0
1900,ITA,EJP,0,1936,79,5,3,0.04597701149425287,0.06896551724137931,0.14942528735632185,0,0,0.0,1,1,0
1900,ITA,FEN,0,1936,317,14,5,0.23825503355704697,0.2197986577181208,0.10570469798657718,0,0,0.0,1,1,0
1900,ITA,GAR,0,1936,135,1,1,0.07426376440460948,0.019206145966709345,0.02176696542893726,0,0,0.0,0,0,0
1900,ITA,SWM,0,1936,131,3,3,0.0068846815834767644,0.0189328743545611,0.03442340791738382,0,0,0.0,0,0,0
1900,LUX,ATH,0,1936,234,1,1,0.02531645569620253,0.0,0.0,0,0,0.0,1,0,0
1900,MEX,POL,0,1936,21,3,1,0.0,0.0,1.0,0,0,0.0,0,0,3
1900,NED,ARC,0,1936,32,6,1,0.20512820512820512,0.0,0.02564102564102564,0,0,0.0,0,0,0
1900,NED,FBL,0,1936,35,1,1,0.0,0.0,0.42857142857142855,0,0,0.0,0,0,1
1900,NED,FEN,0,1936,317,1,1,0.0,0.006329113924050633,0.1518987341772152,0,0,0.025157232704402517,0,0,0
1900,NED,ROW,0,1936,133,17,3,0.05568445475638051,0.12296983758700696,0.13921113689095127,0,0,0.0,3,5,9
1900,NED,SAL,0,1936,280,9,2,0.06285714285714286,0.10285714285714286,0.06857142857142857,0,0,0.08839779005524862,0,3,0
1900,NED,SHO,0,1936,221,35,7,0.0,0.0078125,0.0234375,0,0,0.0,0,0,5
1900,NED,SWM,0,1936,131,4,3,0.05343511450381679,0.08778625954198473,0.05343511450381679,0,0,0.0,0,0,1
1900,NOR,ATH,0,1936,234,4,4,0.03103448275862069,0.020689655172413793,0.027586206896551724,0,0,0.0,0,0,1
1900,NOR,SHO,0,1936,221,25,5,0.09642857142857143,0.08571428571428572,0.02142857142857143,0,0,0.0,0,6,2
1900,NZL,WPO,0,1936,53,1,1,0.0,0.0,0.0,0,0,0.0,1,0,0
1900,PER,FEN,0,1936,317,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,ROU,SHO,0,1936,221,1,1,0.05309734513274336,0.035398230088495575,0.04424778761061947,0,0,0.0,0,0,0
1900,RUS,EJP,0,1936,79,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
1900,RUS,FEN,0,1936,317,2,1,0.15894039735099338,0.059602649006622516,0.09271523178807947,0,0,0.0,0,0,0
1900,SUI,FEN,0,1936,317,4,3,0.005319148936170213,0.05319148936170213,0.05851063829787234,0,0,0.0,0,0,0
1900,SUI,GAR,0,1936,135,3,1,0.043222003929273084,0.07269155206286837,0.0412573673870334,0,0,0.0,0,0,0
1900,SUI,SAL,0,1936,280,9,2,0.016666666666666666,0.008333333333333333,0.016666666666666666,0,0,0.1935483870967742,3,3,0
1900,SUI,SHO,0,1936,221,36,8,0.07547169811320754,0.02830188679245283,0.08490566037735849,0,0,0.0,13,1,1
1900,SWE,ATH,0,1936,234,20,11,0.044854881266490766,0.04353562005277045,0.06992084432717678,0,0,0.0,0,0,1
1900,SWE,FEN,0,1936,317,1,1,0.030303030303030304,0.06060606060606061,0.03535353535353535,0,0,0.0,0,0,0
1900,SWE,SWM,0,1936,131,3,3,0.016666666666666666,0.04814814814814815,0.05740740740740741,0,0,0.0,0,0,0
1900,SWE,TOW,0,1936,12,3,1,0.06666666666666667,0.0,0.4,0,0,0.0,3,0,0
1900,USA,ATH,0,1936,234,91,22,0.18285516764604218,0.10473556861389562,0.07051503629450398,0,0,0.0,16,13,10
1900,USA,CTR,0,1936,92,2,2,0.0398406374501992,0.09561752988047809,0.05179282868525897,0,0,0.0,0,0,1
1900,USA,FEN,0,1936,317,3,3,0.007692307692307693,0.026153846153846153,0.07692307692307693,0,0,0.0,0,0,0
1900,USA,GLF,0,1936,22,9,2,0.10909090909090909,0.08181818181818182,0.12727272727272726,0,0,0.0,2,1,1
1900,USA,POL,0,1936,21,4,1,0.14285714285714285,0.14285714285714285,0.7142857142857143,0,0,0.0,2,1,1
1900,USA,ROW,0,1936,133,9,1,0.21525215252152521,0.11808118081180811,0.1033210332103321,0,0,0.05188679245283019,9,0,0
1900,USA,RUG,0,1936,47,1,1,1.0,0.0,0.0,0,0,0.0,1,0,0
1900,USA,SAL,0,1936,280,4,3,0.17692307692307693,0.16538461538461538,0.11538461538461539,0,0,0.014705882352941176,0,0,2
1900,USA,SWM,0,1936,131,2,2,0.418049104180491,0.1546118115461181,0.10218978102189781,0,0,0.0,0,0,0
1900,USA,TEN,0,1936,47,10,4,0.17721518987341772,0.05063291139240506,0.08860759493670886,0,0,0.07017543859649122,0,1,2
1904,AUS,ATH,0,1301,201,2,2,0.02530120481927711,0.04578313253012048,0.03253012048192771,0,1,0.0,0,0,0
1904,AUS,SWM,0,1301,59,4,4,0.1266233766233766,0.14935064935064934,0.11580086580086581,0,1,0.0,0,3,1
1904,AUT,GAR,0,1301,458,4,4,0.0106951871657754,0.0053475935828877,0.0,0,0,0.0,2,1,0
1904,AUT,SWM,0,1301,59,3,3,0.011764705882352941,0.03529411764705882,0.041176470588235294,0,1,0.0,0,0,1
1904,CAN,ATH,0,1301,201,10,9,0.026200873362445413,0.027292576419213975,0.05786026200873363,0,0,0.02107481559536354,1,0,0
1904,CAN,FBL,0,1301,36,13,1,0.11764705882352941,0.0,0.23529411764705882,0,0,0.0,13,0,0
1904,CAN,GLF,0,1301,105,3,1,0.1,0.0,0.0,0,0,0.0,1,0,0
1904,CAN,LAX,0,1301,36,24,1,0.5625,0.0,0.4375,0,0,0.0,12,0,12
1904,CAN,ROW,0,1301,46,9,1,0.10707456978967496,0.15678776290630975,0.09751434034416825,0,0,0.015037593984962405,0,9,0
1904,CAN,WRF,0,1301,48,2,2,0.02127659574468085,0.04964539007092199,0.04964539007092199,0,0,0.0,0,0,0
1904,CUB,ATH,0,1301,201,1,1,0.027777777777777776,0.06388888888888888,0.075,0,0,0.010638297872340425,0,0,0
1904,CUB,FEN,0,1301,28,5,4,0.03076923076923077,0.046153846153846156,0.038461538461538464,0,1,0.15267175572519084,5,0,0
1904,FRA,ATH,0,1301,201,2,2,0.01077943615257048,0.03233830845771144,0.04975124378109453,0,1,0.0,0,2,0
1904,GBR,ATH,0,1301,201,3,2,0.0425531914893617,0.07328605200945626,0.07092198581560284,0,1,0.0,1,1,0
1904,GBR,FEN,0,1301,28,1,1,0.00228310502283105,0.0593607305936073,0.0,0,0,0.0,0,0,0
1904,GBR,GLF,0,1301,105,2,1,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0.26666666666666666,0,0,0
1904,GER,ATH,0,1301,201,5,5,0.02551984877126654,0.05860113421550094,0.05671077504725898,0,0,0.0,0,0,1
1904,GER,DIV,0,1301,10,3,1,0.038461538461538464,0.07692307692307693,0.10256410256410256,0,0,0.0,0,1,0
1904,GER,FEN,0,1301,28,2,2,0.06597222222222222,0.052083333333333336,0.1284722222222222,0,0,0.0,0,0,0
1904,GER,GAR,0,1301,458,28,4,0.06417910447761194,0.020895522388059702,0.028358208955223882,0,0,0.0,0,1,1
1904,GER,SWM,0,1301,59,9,5,0.023090586145648313,0.09591474245115453,0.1172291296625222,0,1,0.0,4,2,2
1904,GER,TEN,0,1301,57,2,2,0.09433962264150944,0.09433962264150944,0.05660377358490566,0,0,0.0,0,0,0
1904,GER,TOW,0,1301,30,1,1,0.0,0.0,1.0,0,0,0.0,0,0,1
1904,GER,WLF,0,1301,7,2,2,0.06521739130434782,0.07608695652173914,0.13043478260869565,0,0,0.0,0,0,2
1904,GER,WRF,0,1301,48,3,3,0.02666666666666667,0.05333333333333334,0.04,0,0,0.0,0,1,0
1904,GRE,ATH,0,1301,201,11,3,0.018556701030927835,0.02268041237113402,0.026804123711340205,0,0,0.0,0,0,1
1904,GRE,TOW,0,1301,30,5,1,0.0,0.0,0.0,0,0,0.0,0,0,0
1904,GRE,WLF,0,1301,7,1,1,0.08974358974358974,0.05128205128205128,0.05128205128205128,0,0,0.0,1,0,0
1904,HUN,ATH,0,1301,201,5,5,0.018739352640545145,0.02555366269165247,0.04088586030664395,0,0,0.0,0,0,0
1904,HUN,SWM,0,1301,59,4,4,0.0570902394106814,0.04788213627992634,0.04419889502762431,0,1,0.0,2,1,1
1904,ITA,CTR,0,1301,61,1,1,0.270935960591133,0.07389162561576355,0.054187192118226604,0,0,0.0,0,0,0
1904,NFL,ATH,0,1301,201,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
1904,NOR,GAR,0,1301,458,4,4,0.14485981308411214,0.2102803738317757,0.07009345794392523,0,0,0.0,0,0,0
1904,NOR,WRF,0,1301,48,2,2,0.2,0.1,0.0,0,0,0.0,2,0,0
1904,RSA,ATH,0,1301,201,3,1,0.02768166089965398,0.05190311418685121,0.01730103806228374,0,0,0.0,0,0,0
1904,RSA,TOW,0,1301,30,5,1,0.0,0.0,0.0,0,0,0.0,0,0,0
1904,SUI,GAR,0,1301,458,6,3,0.043222003929273084,0.07269155206286837,0.0412573673870334,0,0,0.0,1,0,1
1904,SUI,WRF,0,1301,48,1,1,0.05970149253731343,0.05970149253731343,0.08955223880597014,0,0,0.0,0,0,1
1904,USA,0,1,1301,4,4,1,0.08551483420593368,0.010471204188481676,0.03664921465968586,0,0,0.0,1,1,1
1904,USA,ARC,1,1301,70,70,6,0.11805555555555555,0.10416666666666667,0.0763888888888889,0,0,0.0,12,8,8
1904,USA,ATH,1,1301,201,158,24,0.18285516764604218,0.10473556861389562,0.07051503629450398,0,3,0.0,26,25,21
1904,USA,BOX,1,1301,22,22,6,0.19831223628691982,0.08438818565400844,0.15611814345991562,0,0,0.03333333333333333,6,6,4
1904,USA,CTR,1,1301,61,60,7,0.0398406374501992,0.09561752988047809,0.05179282868525897,0,0,0.0,7,7,7
